dimensions: 3
10.191083 3.503185 14.331210 
0.318471 5.095541 10.509554 
-12.738854 2.547771 7.006369 
14.331210 -14.012739 -11.464968 
0.636943 10.828025 -14.331210 
-12.101911 -9.235669 -2.866242 
7.961783 12.738854 -7.961783 
-12.420382 5.414013 10.191083 
10.509554 11.783439 13.694268 
0.000000 9.235669 5.732484 
7.643312 10.828025 -6.687898 
-4.777070 3.184713 -14.331210 
-12.420382 13.375796 -8.280255 
0.000000 -10.828025 3.184713 
-15.605096 2.866242 -13.057325 
-8.598726 5.414013 -15.923567 
-7.961783 1.910828 -3.184713 
-0.636943 1.592357 -13.694268 
-0.318471 13.057325 3.184713 
10.191083 -4.458599 -9.872611 
6.369427 9.235669 -7.961783 
-9.872611 -13.057325 -15.605096 
-6.050955 -8.280255 -13.694268 
-7.961783 -15.605096 10.509554 
6.050955 12.101911 4.458599 
4.140127 -8.280255 -5.095541 
6.369427 0.318471 14.968153 
-8.280255 -12.420382 5.414013 
4.777070 -3.184713 9.235669 
1.592357 -7.006369 3.503185 
-5.732484 -7.324841 3.184713 
-3.503185 5.095541 -4.140127 
-0.636943 -0.636943 -14.649682 
-0.636943 4.777070 -9.235669 
-5.414013 7.961783 -2.866242 
-11.464968 -0.955414 3.821656 
1.273885 8.280255 1.273885 
2.547771 -9.235669 10.828025 
12.101911 5.095541 -10.828025 
1.910828 9.554140 -6.687898 
-4.140127 -6.687898 12.420382 
-2.229299 -14.649682 -15.605096 
10.828025 -9.554140 11.783439 
-4.458599 0.636943 10.191083 
-7.006369 5.095541 7.006369 
13.694268 2.547771 9.235669 
10.509554 11.783439 -8.598726 
14.968153 14.649682 14.012739 
-15.605096 0.955414 -9.554140 
-14.968153 7.006369 -9.554140 
-5.732484 0.955414 -8.280255 
-5.414013 2.229299 4.777070 
-5.732484 9.554140 5.414013 
5.095541 12.738854 5.732484 
-7.643312 -7.006369 9.235669 
-1.910828 -14.968153 -0.318471 
-5.414013 -14.968153 -12.738854 
-3.184713 -7.324841 -12.738854 
-7.324841 10.191083 13.694268 
11.783439 4.140127 3.503185 
4.777070 15.605096 0.318471 
-10.191083 9.872611 2.547771 
-14.968153 2.547771 -3.821656 
8.917197 4.458599 2.229299 
7.006369 -9.235669 -8.917197 
1.910828 5.414013 3.184713 
15.286624 -2.229299 -5.095541 
-2.866242 -9.872611 0.636943 
3.821656 -12.420382 -12.420382 
13.694268 -14.331210 9.872611 
0.318471 3.184713 15.286624 
6.687898 -2.547771 14.012739 
10.828025 -4.777070 -15.923567 
1.592357 1.592357 -8.598726 
0.000000 12.101911 -3.503185 
-12.738854 -10.509554 -5.732484 
-0.636943 -12.738854 14.331210 
-9.872611 -0.636943 12.420382 
6.687898 0.318471 14.331210 
-8.598726 -4.140127 -0.318471 
-15.923567 -13.694268 -5.095541 
10.828025 8.598726 -12.101911 
-2.866242 -14.649682 14.649682 
3.821656 -4.140127 0.318471 
0.318471 -5.732484 4.777070 
-3.821656 -1.592357 -7.006369 
14.012739 -7.643312 8.917197 
-1.592357 -7.006369 -14.331210 
-0.318471 2.229299 -12.101911 
-15.605096 15.605096 -7.324841 
13.375796 0.955414 14.331210 
-2.547771 5.414013 -0.318471 
8.280255 1.592357 -2.547771 
-0.636943 -14.968153 -11.146497 
-0.955414 7.324841 4.777070 
-0.318471 -4.140127 6.050955 
-6.050955 6.369427 0.955414 
5.732484 0.636943 8.917197 
1.910828 9.872611 14.331210 
11.464968 -6.687898 -6.050955 
8.917197 2.866242 0.636943 
12.420382 2.547771 -3.821656 
1.273885 7.006369 -13.375796 
1.910828 6.687898 -0.955414 
-14.968153 -12.420382 7.643312 
-9.872611 -13.694268 -14.331210 
15.605096 12.101911 3.503185 
-1.592357 -4.777070 13.375796 
-5.732484 8.280255 5.414013 
-14.968153 5.414013 15.605096 
1.273885 5.414013 -12.101911 
-11.464968 -6.687898 13.694268 
8.598726 1.273885 -12.101911 
-6.050955 12.420382 -7.643312 
-0.955414 15.605096 12.420382 
7.643312 -4.458599 -12.101911 
11.783439 2.229299 -14.968153 
13.057325 10.191083 -6.687898 
-7.324841 3.503185 0.636943 
14.649682 -1.273885 10.509554 
14.968153 1.273885 -5.732484 
-15.286624 -1.592357 8.280255 
-8.280255 9.872611 14.331210 
-8.598726 -5.732484 -2.229299 
-15.286624 6.050955 10.191083 
12.420382 -4.140127 15.605096 
-4.777070 9.235669 1.273885 
0.636943 15.605096 0.000000 
-5.732484 -1.592357 13.694268 
6.687898 -0.318471 12.738854 
-14.649682 8.598726 -14.331210 
-9.872611 0.000000 -7.006369 
-7.006369 -8.917197 5.732484 
11.146497 7.643312 10.828025 
0.318471 10.828025 -4.140127 
-11.146497 12.420382 9.872611 
7.643312 2.866242 0.000000 
-1.273885 3.184713 -7.324841 
-5.414013 -9.235669 3.503185 
-10.191083 -1.273885 0.000000 
4.140127 3.503185 -1.273885 
2.547771 14.012739 6.687898 
-1.592357 -15.286624 -1.273885 
-9.554140 1.273885 0.955414 
3.184713 11.464968 -9.872611 
-4.777070 -10.828025 -11.783439 
-4.777070 13.375796 -10.191083 
4.777070 6.369427 -4.458599 
-7.961783 -1.273885 -1.910828 
-12.101911 10.191083 -11.146497 
-14.331210 -7.643312 -15.605096 
7.324841 -14.012739 9.554140 
13.694268 12.738854 13.057325 
-11.464968 -8.598726 2.229299 
-15.923567 -0.318471 -8.917197 
11.146497 3.821656 -15.286624 
5.732484 7.643312 0.636943 
-0.636943 -4.777070 -3.821656 
3.821656 -4.140127 7.006369 
13.375796 -15.923567 -2.229299 
-9.872611 9.872611 6.369427 
13.057325 -1.592357 10.828025 
-11.464968 11.146497 9.235669 
15.605096 10.191083 11.464968 
-9.872611 0.000000 13.694268 
11.146497 -10.828025 -13.375796 
12.101911 15.605096 -7.961783 
14.649682 6.050955 -6.050955 
-11.464968 -15.286624 6.369427 
-4.140127 15.286624 8.598726 
15.286624 0.318471 12.101911 
4.140127 0.955414 -14.331210 
-2.866242 5.414013 3.821656 
1.592357 9.872611 14.331210 
-10.191083 7.006369 14.012739 
6.369427 -3.821656 -9.235669 
-1.592357 -8.598726 -2.229299 
4.777070 -10.191083 -4.777070 
-4.140127 15.605096 15.605096 
13.375796 1.273885 -8.280255 
-6.050955 5.095541 -6.687898 
-8.917197 1.910828 -10.191083 
7.961783 13.375796 -12.738854 
3.503185 -5.732484 -7.006369 
-8.917197 -0.318471 8.598726 
-7.643312 -0.636943 8.917197 
8.598726 -3.821656 7.961783 
-1.910828 -7.961783 -3.503185 
-9.235669 -3.184713 -3.184713 
5.095541 9.872611 -0.636943 
-0.955414 0.318471 -13.694268 
0.318471 -12.738854 2.229299 
8.598726 -13.057325 -14.968153 
8.280255 -3.184713 -8.598726 
7.643312 1.273885 6.050955 
-14.012739 11.146497 15.605096 
-0.636943 -6.369427 7.324841 
2.547771 -10.828025 10.828025 
7.324841 -6.050955 -14.649682 
10.509554 13.057325 -8.917197 
-12.738854 11.783439 4.458599 
5.732484 14.012739 9.235669 
-8.598726 -13.057325 2.229299 
-2.866242 11.146497 8.598726 
-8.598726 7.006369 -7.006369 
-4.777070 -0.318471 -10.509554 
-13.057325 -2.229299 5.414013 
4.777070 12.738854 13.057325 
6.050955 -3.821656 -14.649682 
8.280255 -12.101911 13.057325 
13.694268 -13.057325 -9.554140 
14.968153 3.821656 -7.006369 
-15.923567 2.866242 -2.547771 
-3.184713 12.420382 14.012739 
-2.547771 -9.554140 11.464968 
-1.273885 4.458599 11.464968 
6.687898 -2.229299 5.095541 
7.643312 -1.592357 12.101911 
-0.318471 -7.324841 1.273885 
-14.649682 9.872611 -1.273885 
2.229299 11.146497 -11.464968 
0.000000 -5.732484 7.324841 
-2.229299 -12.101911 -5.732484 
10.509554 -3.503185 5.732484 
12.420382 10.509554 -13.057325 
11.783439 14.331210 -1.592357 
-12.101911 -3.503185 -4.777070 
-0.636943 9.235669 -13.694268 
-6.369427 1.273885 -15.605096 
-3.184713 -2.229299 -10.191083 
-12.101911 8.598726 -8.598726 
7.006369 10.509554 11.146497 
11.464968 -9.554140 2.229299 
-15.286624 -3.503185 -14.012739 
8.280255 -8.280255 0.636943 
-4.140127 -4.777070 15.605096 
-10.828025 12.738854 5.414013 
-14.012739 -9.235669 7.961783 
-9.554140 13.375796 4.777070 
-0.955414 2.547771 10.828025 
-6.050955 -6.687898 10.191083 
-14.331210 3.821656 12.420382 
-8.598726 6.369427 -2.547771 
10.191083 14.649682 9.554140 
6.050955 7.006369 -11.146497 
0.318471 -4.458599 1.592357 
7.643312 8.598726 1.273885 
-6.687898 10.191083 0.318471 
6.050955 -4.140127 -15.605096 
8.280255 -14.649682 7.324841 
3.503185 14.968153 14.331210 
-7.961783 11.146497 3.821656 
-6.687898 3.184713 -10.191083 
7.324841 9.235669 -13.057325 
3.821656 -8.280255 7.643312 
10.191083 7.961783 -11.146497 
-2.229299 -1.273885 -5.732484 
5.732484 10.828025 3.503185 
7.006369 11.464968 5.095541 
12.420382 0.318471 -14.649682 
-5.414013 14.012739 8.280255 
15.286624 -14.649682 -5.414013 
5.732484 10.828025 -10.509554 
4.458599 -10.828025 -11.464968 
5.095541 14.649682 7.324841 
-0.636943 -12.738854 14.649682 
-2.866242 13.057325 5.095541 
12.420382 -9.554140 1.592357 
-0.636943 0.318471 9.872611 
6.687898 -7.961783 -7.006369 
7.324841 1.273885 -13.057325 
-6.369427 -3.821656 13.057325 
-3.503185 0.955414 -0.636943 
5.414013 1.273885 8.598726 
12.738854 14.968153 1.910828 
7.324841 12.420382 3.821656 
-4.458599 -6.687898 12.101911 
-3.503185 11.146497 -2.866242 
5.414013 -9.554140 3.184713 
-0.955414 9.872611 10.191083 
-14.012739 12.420382 10.828025 
-14.968153 3.184713 3.821656 
-5.732484 13.375796 -2.229299 
4.140127 -8.598726 -12.420382 
-3.184713 13.375796 -2.229299 
6.369427 -9.872611 -0.318471 
-12.101911 8.280255 -1.592357 
11.464968 1.910828 -14.968153 
4.458599 15.286624 -13.375796 
8.917197 -3.821656 -8.598726 
-14.331210 -12.420382 13.694268 
-10.509554 -2.229299 -7.324841 
-11.464968 12.738854 -10.828025 
-15.605096 -3.503185 -1.910828 
-4.458599 -12.101911 7.643312 
-5.414013 -3.184713 -15.605096 
10.509554 -4.777070 -7.006369 
-5.414013 -4.140127 -5.095541 
8.598726 6.687898 -8.917197 
4.140127 2.866242 -3.184713 
5.732484 10.191083 -0.636943 
5.095541 12.738854 -7.324841 
2.547771 6.687898 -14.012739 
-14.331210 -15.605096 -5.095541 
6.369427 1.592357 -13.694268 
15.605096 -6.369427 7.961783 
-14.968153 -3.503185 14.012739 
12.101911 4.458599 7.324841 
-0.636943 2.547771 9.554140 
11.783439 4.458599 -11.783439 
-11.783439 0.636943 6.369427 
8.917197 5.095541 -14.649682 
-10.828025 -0.318471 8.598726 
-4.140127 -4.140127 2.866242 
-5.732484 1.592357 -14.331210 
-7.643312 -4.140127 5.095541 
-11.464968 1.592357 12.738854 
-1.273885 10.191083 -4.777070 
13.694268 -4.458599 -1.273885 
-3.821656 1.910828 -14.968153 
-11.464968 15.605096 -2.866242 
-7.961783 7.643312 -8.280255 
-1.910828 4.140127 -0.318471 
8.280255 14.968153 -5.095541 
-0.955414 -7.643312 -2.229299 
-1.910828 13.375796 3.503185 
6.050955 7.961783 -3.503185 
14.649682 9.872611 6.687898 
5.732484 -11.783439 5.095541 
-6.369427 -14.012739 -13.057325 
12.738854 2.866242 10.828025 
-1.273885 2.866242 -14.968153 
-14.012739 13.057325 13.694268 
14.649682 10.509554 0.000000 
2.229299 -4.777070 -12.101911 
5.414013 6.050955 4.777070 
-14.968153 7.324841 13.057325 
-10.828025 -0.318471 -11.146497 
-10.191083 -2.229299 12.101911 
14.968153 -12.420382 13.057325 
7.643312 4.140127 -7.961783 
-13.694268 6.369427 -9.235669 
-7.324841 2.547771 -4.458599 
7.961783 -9.235669 8.280255 
15.605096 -9.872611 -2.866242 
-12.420382 -12.101911 -13.057325 
-4.777070 4.140127 -6.369427 
-11.464968 -4.458599 10.509554 
-5.732484 12.101911 -3.503185 
-14.331210 6.369427 -3.184713 
5.732484 13.057325 -7.006369 
11.146497 -4.140127 -9.554140 
-8.280255 14.968153 1.273885 
-14.968153 14.012739 3.821656 
4.777070 1.273885 -15.923567 
-15.286624 -11.464968 -6.687898 
14.012739 -7.643312 4.140127 
-7.006369 -0.636943 9.235669 
0.318471 15.605096 -14.968153 
-2.547771 9.554140 -10.828025 
12.738854 15.286624 2.547771 
-6.369427 0.955414 0.318471 
3.821656 -1.910828 -0.318471 
11.146497 1.592357 7.006369 
12.420382 2.547771 0.636943 
-6.687898 -3.184713 3.184713 
-1.273885 -7.324841 -1.910828 
-8.917197 -4.458599 7.324841 
1.273885 -5.414013 1.910828 
0.318471 13.057325 -5.095541 
-6.050955 -8.917197 9.235669 
-15.286624 8.280255 9.554140 
6.050955 12.101911 -6.687898 
11.146497 -15.286624 -12.738854 
-7.324841 7.643312 3.184713 
15.605096 -2.547771 1.592357 
13.694268 4.777070 -7.006369 
7.006369 10.828025 -7.643312 
15.286624 -8.598726 -15.605096 
11.783439 12.101911 14.968153 
0.636943 7.961783 0.000000 
8.917197 1.592357 13.694268 
-6.369427 -14.012739 -6.050955 
12.420382 4.777070 -9.235669 
-7.324841 4.458599 -3.184713 
-11.783439 12.420382 -12.738854 
12.101911 4.140127 -9.554140 
12.101911 -9.235669 4.458599 
-14.968153 1.273885 -8.917197 
-10.828025 1.273885 11.464968 
-7.961783 -8.280255 -10.191083 
-15.286624 -9.554140 2.866242 
12.101911 10.191083 -2.866242 
7.643312 -15.923567 5.095541 
-8.917197 1.273885 0.636943 
0.000000 -10.828025 -7.643312 
11.464968 -15.286624 -4.140127 
-15.605096 -15.605096 -0.318471 
5.414013 -15.286624 4.777070 
9.872611 -2.229299 -12.738854 
-13.375796 12.420382 2.547771 
10.828025 -9.235669 -14.012739 
11.464968 11.783439 6.687898 
12.738854 7.006369 -10.191083 
7.324841 0.955414 9.872611 
3.821656 14.649682 -11.783439 
0.318471 -11.146497 -14.649682 
11.146497 -5.414013 4.458599 
-14.649682 -4.140127 0.955414 
10.828025 -5.414013 7.006369 
-9.235669 -1.910828 6.369427 
2.229299 12.101911 -6.687898 
14.968153 -3.184713 -8.598726 
-15.605096 -2.229299 8.280255 
-6.050955 -15.923567 -0.636943 
-11.783439 0.955414 -12.420382 
13.694268 -5.732484 0.318471 
-11.464968 15.605096 -10.828025 
-12.101911 -5.095541 -0.318471 
0.636943 -12.101911 -2.866242 
-13.057325 0.000000 9.554140 
6.050955 -4.777070 3.821656 
4.777070 -12.420382 -10.509554 
-12.420382 4.140127 -9.235669 
-14.012739 -1.592357 -2.229299 
0.000000 13.694268 4.458599 
-2.547771 -1.910828 -5.414013 
-4.458599 -15.286624 -7.961783 
2.866242 0.955414 -13.694268 
-14.012739 -2.229299 -6.687898 
0.318471 6.369427 14.331210 
-7.006369 -2.866242 2.866242 
-9.554140 -11.146497 -1.910828 
8.917197 2.547771 10.828025 
-3.821656 10.509554 -3.821656 
-4.140127 -4.777070 -6.369427 
10.191083 -11.146497 9.554140 
-9.235669 -7.961783 0.636943 
-14.649682 -1.273885 -12.101911 
-14.649682 -1.592357 -7.961783 
-1.910828 -0.318471 14.012739 
-6.687898 -5.732484 -13.057325 
-10.828025 -6.687898 3.503185 
-5.414013 -6.369427 -1.273885 
-5.732484 10.509554 7.324841 
-3.503185 9.554140 -4.777070 
11.783439 6.369427 12.420382 
-6.687898 3.184713 -9.235669 
14.968153 12.420382 4.140127 
-1.910828 -9.235669 -14.331210 
-11.146497 -11.783439 -5.095541 
15.605096 -4.140127 -11.146497 
4.458599 2.547771 -12.420382 
10.509554 -1.273885 -2.229299 
-4.140127 -6.050955 1.592357 
0.318471 0.318471 12.738854 
0.636943 14.331210 -9.554140 
3.503185 3.184713 5.414013 
7.324841 -5.095541 -5.414013 
13.057325 -15.605096 8.917197 
11.783439 9.235669 -15.923567 
-11.146497 -13.057325 7.006369 
3.503185 0.636943 6.369427 
-8.598726 4.458599 -4.140127 
0.000000 -12.738854 13.057325 
8.917197 -2.229299 3.503185 
-9.235669 -10.191083 15.286624 
10.509554 -5.414013 14.331210 
-13.057325 7.006369 5.732484 
-14.968153 4.458599 -1.592357 
-0.318471 0.000000 -1.273885 
-2.547771 -1.910828 1.592357 
2.866242 5.732484 11.146497 
-15.605096 5.732484 -0.955414 
-14.012739 11.783439 -4.777070 
-13.057325 4.458599 -5.414013 
0.318471 -3.184713 -7.961783 
-8.280255 -1.273885 -15.923567 
-3.821656 -6.050955 -9.235669 
-10.509554 -8.280255 10.828025 
-11.146497 -1.910828 0.636943 
-9.872611 6.369427 5.414013 
-9.872611 7.643312 11.783439 
-6.369427 -1.592357 -10.828025 
-1.910828 15.605096 3.821656 
11.146497 -11.146497 -9.235669 
-15.286624 -2.866242 -14.649682 
7.324841 -5.414013 0.636943 
-12.420382 -6.687898 -8.280255 
2.866242 10.509554 4.777070 
-1.592357 0.000000 -7.643312 
13.057325 14.968153 -11.783439 
6.687898 11.464968 3.821656 
12.738854 10.828025 -14.012739 
-10.191083 -8.917197 -9.872611 
5.095541 -10.191083 13.057325 
2.866242 5.095541 -14.968153 
9.235669 15.286624 5.414013 
-1.592357 -14.968153 -6.369427 
-9.554140 -7.961783 -5.095541 
-9.235669 -5.414013 -4.777070 
11.783439 13.694268 -7.324841 
-0.636943 -8.280255 13.375796 
-10.191083 -15.923567 -1.910828 
-6.050955 11.464968 14.331210 
-13.375796 0.955414 14.968153 
13.375796 -9.235669 -9.872611 
-13.694268 6.687898 -8.917197 
3.503185 13.057325 0.636943 
0.318471 -8.598726 4.777070 
1.910828 9.554140 3.503185 
4.777070 -8.598726 -15.923567 
-7.006369 -4.777070 0.955414 
-12.101911 10.191083 8.280255 
2.229299 12.420382 13.375796 
15.605096 8.280255 3.503185 
-2.547771 -6.050955 3.184713 
-15.923567 -3.821656 9.554140 
-9.554140 -1.592357 -6.687898 
5.732484 -2.866242 3.821656 
-5.095541 -5.414013 6.369427 
10.191083 -15.923567 3.184713 
4.458599 -2.866242 15.605096 
-4.458599 4.777070 -5.414013 
-6.687898 -7.324841 1.273885 
-7.006369 -9.872611 10.828025 
-12.738854 5.732484 -10.509554 
14.968153 -7.961783 -14.012739 
-12.738854 4.140127 -0.636943 
12.738854 6.050955 -1.910828 
15.605096 -2.229299 1.592357 
4.458599 -4.140127 2.547771 
-14.012739 -12.420382 -11.464968 
-0.955414 13.694268 -6.687898 
11.783439 9.554140 11.146497 
4.458599 -5.095541 8.280255 
-11.146497 -10.191083 10.828025 
-0.955414 -0.636943 -0.955414 
1.592357 -5.732484 9.872611 
-4.140127 -7.324841 14.649682 
2.866242 -8.280255 15.605096 
0.955414 -15.605096 -2.866242 
-14.649682 -6.687898 -11.146497 
4.777070 0.000000 -5.732484 
10.509554 -9.872611 14.649682 
-3.503185 8.917197 -3.821656 
-2.866242 -14.968153 -14.012739 
-9.554140 6.369427 -0.318471 
-14.331210 -8.280255 8.917197 
11.783439 10.828025 -6.687898 
-3.503185 15.286624 7.324841 
-3.821656 -11.146497 -15.286624 
-2.866242 11.146497 4.140127 
-12.420382 5.095541 -7.324841 
10.509554 -6.369427 4.777070 
10.191083 10.191083 -6.050955 
-4.777070 12.738854 -12.101911 
1.910828 -15.286624 -0.636943 
-11.783439 -7.643312 14.968153 
4.458599 -11.146497 13.694268 
-13.694268 -4.140127 -10.191083 
-3.821656 -8.280255 6.369427 
10.509554 -1.592357 -7.006369 
2.866242 10.509554 -9.235669 
-4.140127 3.184713 -0.318471 
-8.598726 10.509554 -14.331210 
-0.955414 -11.783439 11.464968 
10.828025 -13.057325 -5.095541 
-15.923567 6.369427 -3.503185 
2.229299 5.732484 1.910828 
11.146497 13.375796 -8.917197 
-5.414013 -4.777070 10.509554 
-7.324841 15.605096 3.503185 
12.738854 -4.777070 -15.923567 
9.235669 7.324841 -14.012739 
11.146497 -1.592357 -13.057325 
-4.458599 9.872611 -3.503185 
15.605096 -15.605096 -13.694268 
14.331210 -9.872611 10.828025 
-7.324841 1.592357 3.184713 
-5.414013 0.636943 -15.923567 
-14.968153 12.101911 15.286624 
7.961783 6.050955 -14.649682 
12.738854 -2.229299 2.229299 
2.229299 -9.872611 7.961783 
-0.318471 12.738854 -1.273885 
15.286624 5.414013 -1.273885 
-13.057325 9.554140 9.235669 
9.872611 -13.694268 -9.872611 
-3.821656 -7.961783 15.605096 
6.369427 -11.464968 -12.738854 
1.592357 -5.732484 4.777070 
-10.191083 -9.554140 -4.140127 
4.458599 -13.057325 -14.968153 
-1.910828 0.000000 -2.866242 
-15.605096 -1.910828 -7.324841 
-2.866242 -12.738854 14.649682 
-8.280255 10.509554 15.286624 
-3.184713 -6.050955 6.369427 
1.273885 -4.777070 -14.968153 
-1.592357 -13.057325 -11.464968 
-5.732484 -10.509554 -6.369427 
-10.191083 -5.732484 -11.783439 
12.738854 3.503185 -5.732484 
-4.777070 -10.509554 -1.592357 
-9.235669 -10.191083 -14.331210 
-5.414013 -9.235669 -1.273885 
6.369427 12.101911 14.012739 
-13.375796 -7.324841 -4.777070 
8.598726 7.961783 -14.331210 
0.000000 -2.547771 1.273885 
-10.191083 12.738854 -8.280255 
9.235669 4.777070 1.273885 
6.687898 -8.917197 -1.910828 
5.414013 -13.057325 -12.738854 
7.006369 0.636943 7.643312 
8.598726 14.968153 6.369427 
-2.866242 5.414013 -2.866242 
-10.509554 5.732484 4.777070 
-9.235669 1.592357 -7.324841 
-11.464968 10.509554 -4.140127 
-5.732484 -0.318471 3.821656 
10.191083 -4.777070 13.375796 
-4.777070 -6.369427 -5.095541 
-9.554140 -7.006369 12.101911 
-8.280255 -5.095541 -5.414013 
-14.968153 -7.961783 -8.917197 
10.191083 3.184713 4.777070 
-6.369427 4.458599 -8.598726 
-8.917197 11.464968 -13.375796 
-3.821656 -6.050955 4.777070 
-7.643312 3.821656 4.140127 
8.917197 -9.872611 0.318471 
-2.866242 -11.146497 8.280255 
5.732484 -9.235669 15.286624 
11.783439 -6.050955 -3.503185 
-3.503185 0.636943 -6.369427 
7.643312 9.872611 -2.547771 
-10.191083 -15.923567 -15.923567 
-5.095541 -14.012739 9.554140 
12.738854 -8.598726 15.605096 
5.732484 11.146497 -5.095541 
1.592357 -1.910828 -1.910828 
-13.375796 -15.923567 -9.872611 
-10.191083 -0.318471 -0.955414 
9.554140 15.605096 -0.636943 
10.828025 -9.872611 -5.732484 
-3.184713 12.101911 6.369427 
14.968153 -5.414013 -3.184713 
-8.917197 -1.592357 -3.184713 
-7.324841 0.000000 10.191083 
-0.955414 15.605096 0.000000 
-6.369427 14.649682 -14.649682 
-6.050955 -14.331210 0.318471 
10.191083 -3.503185 5.414013 
6.369427 8.280255 -2.229299 
1.910828 7.324841 -10.828025 
2.229299 11.464968 5.095541 
-5.414013 -2.229299 7.006369 
-11.464968 15.286624 6.687898 
-4.140127 3.503185 -13.057325 
-9.554140 11.464968 -7.324841 
-2.866242 0.955414 -8.598726 
-7.006369 13.057325 14.968153 
15.605096 9.872611 -8.598726 
-12.738854 6.687898 8.917197 
13.694268 12.738854 0.955414 
-5.095541 5.095541 -0.955414 
-11.783439 -8.917197 -1.592357 
7.643312 12.101911 -8.917197 
8.598726 -9.872611 10.509554 
5.095541 -14.331210 14.012739 
-1.273885 -8.280255 -2.866242 
12.420382 15.286624 14.968153 
5.095541 3.184713 13.057325 
7.324841 4.777070 -14.331210 
-14.012739 -3.821656 14.649682 
-10.191083 3.821656 -1.910828 
-7.643312 -11.146497 13.694268 
-8.598726 6.050955 -8.280255 
-10.191083 6.050955 7.006369 
6.369427 3.503185 -11.146497 
-7.961783 -6.687898 14.012739 
-4.140127 14.331210 -6.369427 
-0.318471 -15.923567 -15.605096 
14.012739 3.503185 -14.968153 
13.375796 2.866242 -0.636943 
-14.012739 -11.783439 6.050955 
-3.503185 1.592357 3.503185 
0.318471 -12.738854 8.598726 
8.280255 -3.503185 -8.917197 
-15.286624 -8.280255 14.649682 
-0.318471 -8.598726 -12.101911 
-8.598726 -11.464968 6.687898 
-13.375796 -9.554140 9.872611 
1.910828 15.286624 -0.318471 
-1.592357 14.968153 5.095541 
-2.229299 -0.636943 13.375796 
-6.050955 -14.649682 14.331210 
14.012739 0.000000 -0.318471 
0.318471 9.872611 15.286624 
-1.592357 7.961783 -1.592357 
10.828025 -5.414013 -15.923567 
15.605096 5.414013 14.968153 
-13.057325 -2.866242 -6.050955 
15.605096 15.286624 7.643312 
11.783439 2.866242 3.821656 
-1.592357 -6.687898 2.866242 
-8.280255 5.414013 5.095541 
5.732484 -7.324841 14.012739 
-0.318471 14.649682 -2.547771 
-8.598726 14.649682 -10.509554 
-12.420382 5.732484 -0.636943 
9.872611 -5.414013 7.643312 
12.101911 10.828025 5.732484 
5.732484 -7.961783 -14.649682 
-1.910828 -9.235669 3.184713 
-12.420382 -8.917197 0.318471 
-15.923567 -2.547771 -6.369427 
-7.961783 -6.369427 0.318471 
-9.554140 15.286624 -7.324841 
9.554140 -14.331210 10.191083 
-7.961783 -11.464968 -12.101911 
-14.649682 13.375796 -13.057325 
-3.821656 -14.331210 5.095541 
5.095541 6.687898 9.554140 
4.458599 -2.866242 -7.643312 
11.464968 -4.777070 -5.414013 
0.318471 -8.280255 8.280255 
13.375796 2.866242 0.318471 
14.649682 -7.324841 -13.694268 
11.783439 -7.324841 -9.554140 
-14.331210 -7.324841 -4.140127 
-12.738854 10.509554 -14.968153 
-4.140127 10.509554 -2.866242 
-4.777070 -9.235669 8.598726 
8.917197 9.554140 -5.095541 
-12.420382 -6.687898 0.955414 
-6.369427 -13.375796 -6.369427 
-0.636943 -5.732484 -2.866242 
6.369427 -10.828025 4.140127 
-10.191083 -11.146497 10.828025 
-13.057325 7.643312 -2.866242 
11.146497 -13.375796 3.184713 
-0.636943 11.146497 8.917197 
-15.605096 6.687898 -14.331210 
-15.605096 14.649682 7.006369 
-13.057325 -6.050955 11.783439 
6.369427 -7.961783 10.828025 
-15.286624 -7.324841 -1.273885 
12.101911 0.636943 14.968153 
12.420382 14.331210 15.286624 
0.318471 -10.191083 7.324841 
2.229299 -9.872611 7.324841 
-11.146497 5.732484 10.509554 
-12.738854 2.866242 -7.961783 
14.649682 -3.503185 10.509554 
-10.191083 2.866242 -10.191083 
3.503185 5.414013 -14.968153 
5.095541 -3.821656 -7.643312 
13.694268 10.191083 8.280255 
3.184713 -3.821656 2.229299 
9.554140 1.273885 8.917197 
3.503185 5.732484 -9.235669 
7.324841 15.286624 2.229299 
2.547771 -9.872611 -1.592357 
-15.605096 12.420382 -10.828025 
1.910828 -3.503185 -7.961783 
-7.961783 -5.732484 8.917197 
-9.235669 -10.828025 3.821656 
11.783439 -13.375796 -3.821656 
-6.369427 -14.331210 12.738854 
15.605096 6.050955 -13.694268 
0.955414 -11.783439 1.910828 
11.146497 10.509554 -0.636943 
13.694268 15.605096 3.821656 
-14.012739 5.095541 -4.777070 
-9.872611 6.687898 4.458599 
15.605096 -13.375796 -0.955414 
-11.464968 -11.464968 -12.101911 
-13.694268 -8.917197 -7.324841 
13.375796 -9.554140 15.605096 
15.286624 6.687898 11.464968 
13.375796 0.636943 -10.509554 
-8.280255 12.101911 13.694268 
12.420382 12.101911 -11.464968 
14.649682 5.732484 -1.273885 
2.547771 -4.140127 -1.592357 
5.732484 14.968153 -7.961783 
-0.955414 -9.235669 -4.140127 
-2.229299 -13.694268 6.369427 
-0.318471 -1.273885 -3.503185 
0.636943 -12.101911 -9.554140 
-6.050955 8.280255 13.057325 
-7.961783 -1.592357 15.605096 
-10.828025 7.643312 1.910828 
8.598726 7.006369 -4.458599 
-13.375796 14.649682 -13.057325 
